0,1
Datasets/captcha_images_v3/381764.jpg,381764
Datasets/captcha_images_v3/525824.jpg,525824
Datasets/captcha_images_v3/848798.jpg,848798
Datasets/captcha_images_v3/734750.jpg,734750
Datasets/captcha_images_v3/345848.jpg,345848
Datasets/captcha_images_v3/115567.jpg,115567
Datasets/captcha_images_v3/899697.jpg,899697
Datasets/captcha_images_v3/380218.jpg,380218
Datasets/captcha_images_v3/739394.jpg,739394
Datasets/captcha_images_v3/393467.jpg,393467
Datasets/captcha_images_v3/956776.jpg,956776
Datasets/captcha_images_v3/793036.jpg,793036
Datasets/captcha_images_v3/150321.jpg,150321
Datasets/captcha_images_v3/078318.jpg,078318
Datasets/captcha_images_v3/866907.jpg,866907
Datasets/captcha_images_v3/074240.jpg,074240
Datasets/captcha_images_v3/674234.jpg,674234
Datasets/captcha_images_v3/347331.jpg,347331
Datasets/captcha_images_v3/577807.jpg,577807
Datasets/captcha_images_v3/636540.jpg,636540
Datasets/captcha_images_v3/206908.jpg,206908
Datasets/captcha_images_v3/094056.jpg,094056
Datasets/captcha_images_v3/850961.jpg,850961
Datasets/captcha_images_v3/872554.jpg,872554
Datasets/captcha_images_v3/688469.jpg,688469
Datasets/captcha_images_v3/636629.jpg,636629
Datasets/captcha_images_v3/267862.jpg,267862
Datasets/captcha_images_v3/627662.jpg,627662
Datasets/captcha_images_v3/038777.jpg,038777
Datasets/captcha_images_v3/331106.jpg,331106
Datasets/captcha_images_v3/748213.jpg,748213
Datasets/captcha_images_v3/683895.jpg,683895
Datasets/captcha_images_v3/227475.jpg,227475
Datasets/captcha_images_v3/656852.jpg,656852
Datasets/captcha_images_v3/316543.jpg,316543
Datasets/captcha_images_v3/078999.jpg,078999
Datasets/captcha_images_v3/238376.jpg,238376
Datasets/captcha_images_v3/727012.jpg,727012
Datasets/captcha_images_v3/446727.jpg,446727
Datasets/captcha_images_v3/802056.jpg,802056
Datasets/captcha_images_v3/093870.jpg,093870
Datasets/captcha_images_v3/589005.jpg,589005
Datasets/captcha_images_v3/224178.jpg,224178
Datasets/captcha_images_v3/316248.jpg,316248
Datasets/captcha_images_v3/267746.jpg,267746
Datasets/captcha_images_v3/921562.jpg,921562
Datasets/captcha_images_v3/923269.jpg,923269
Datasets/captcha_images_v3/462020.jpg,462020
Datasets/captcha_images_v3/552897.jpg,552897
Datasets/captcha_images_v3/603405.jpg,603405
Datasets/captcha_images_v3/465589.jpg,465589
Datasets/captcha_images_v3/286748.jpg,286748
Datasets/captcha_images_v3/418921.jpg,418921
Datasets/captcha_images_v3/264457.jpg,264457
Datasets/captcha_images_v3/013263.jpg,013263
Datasets/captcha_images_v3/896595.jpg,896595
